q_id,doc_id,question,answer,doc_path,documents,deck_url,arithmetic_expression,evidence_pages,answer_type,resoning_type,directory_exists
1207,fogel-eklips-ceo-online-visibility-survey-121122044702-phpapp02_95,Do more of those for which 26% of companies use YouTube to publish videos have an extensive or short Wikipedia page?,Short,fogel-eklips-ceo-online-visibility-survey-121122044702-phpapp02_95.pdf,"['fogel-eklips-ceo-online-visibility-survey-121122044702-phpapp02_95.pdf', 'drugdiscoveryanddevelopment-111227060152-phpapp02_95.pdf', 'caltraincapacitymountainview1-150701205750-lva1-app6891_95.pdf', 'acuteappendicitis-110202065502-phpapp02_95.pdf', 'asdaaburson-marstellerarabyouthsurvey2014-140407100615-phpapp01_95.pdf', 'appannieapp012015new0126-150126041258-conversion-gate02_95.pdf', 'biitheinternetofeverything2015v4-141230135143-conversion-gate02_95.pdf', 'alternativetoplasticandglobalwarming-140912094328-phpapp01_95.pdf', 'applicationandadvancesofpolymers-141224015235-conversion-gate02_95.pdf']",https://www.slideshare.net/peter.einarsson/survey-how-visible-is-a-large-cap-ceo-online,,"[14, 18]",Single-Span,Multi-Hop & Discrete,True
1209,designcitieslikeyougiveadamn-111006154943-phpapp01_95,What percentage of people in the city with fewest Private Autos per 100 population have cars?,1,designcitieslikeyougiveadamn-111006154943-phpapp01_95.pdf,"['designcitieslikeyougiveadamn-111006154943-phpapp01_95.pdf', 'discoverhdp2-140619164156-phpapp02_95.pdf', 'allindiapressrelease-indiarealestateoutlookreport-150128001550-conversion-gate02_95.pdf', 'chinakeynoteforeastmeetswest-141107201900-conversion-gate01_95.pdf', 'roadsectorppt-july7-100901040020-phpapp02_95.pdf', 'dr-vorapptchapter1emissionsources-121120210508-phpapp02_95.pdf', 'allyouwantedtoknowaboutanalyticsine-commerce-amazonebayflipkart-150207221032-conversion-gate01_95.pdf']",https://www.slideshare.net/mrching/design-cities-like-you-give-a-damn,,"[0, 18]",Single-Span,Multi-Hop,True
1216,electionsreportmarch2014modiandbjpmaintainsleadcongressovertakesaap-140408123044-phpapp01_95,Are more unique people talking about the politician with an AWARENESS score of 70 or Rahul Gandhi?,Rahul Gandhi,electionsreportmarch2014modiandbjpmaintainsleadcongressovertakesaap-140408123044-phpapp01_95.pdf,"['electionsreportmarch2014modiandbjpmaintainsleadcongressovertakesaap-140408123044-phpapp01_95.pdf', 'fogel-eklips-ceo-online-visibility-survey-121122044702-phpapp02_95.pdf', 'colors-141027065047-conversion-gate01_95.pdf', 'ecommerceopportunityindia-141124010546-conversion-gate01_95.pdf', 'aynbrandt3workshopsocialmediaprimer-1219840114878232-9_95.pdf', 'antiviraldrugsfinal-150818153826-lva1-app6892_95.pdf', 'alcatel-lucenteesoverview-120403090342-phpapp01_95.pdf', 'automotivecomponentsindustry-100405083435-phpapp01_95.pdf', 'monetizationslides-150116120943-conversion-gate01_95.pdf', 'avoidingdeathbypowerpointslideshare-090322075422-phpapp01_95.pdf']",https://www.slideshare.net/simplify360/elections-report-march-2014-modi-and-bjp-maintains-lead-congress-overtakes-aap,,"[4, 5]",Single-Span,Multi-Hop & Discrete,True
1219,electionsreportmarch2014modiandbjpmaintainsleadcongressovertakesaap-140408123044-phpapp01_95,"Which of the top four politicians reached the highest number of daily mentions during the month in which social media buzz for Narendra Modi was 15,29,796?",Arvind Kejriwal,electionsreportmarch2014modiandbjpmaintainsleadcongressovertakesaap-140408123044-phpapp01_95.pdf,"['electionsreportmarch2014modiandbjpmaintainsleadcongressovertakesaap-140408123044-phpapp01_95.pdf', 'b2b-social-testing-lopez-141009140744-conversion-gate02_95.pdf', 'gcconfessions-150413122429-conversion-gate01_95.pdf', 'dr-vorapptchapter1emissionsources-121120210508-phpapp02_95.pdf', 'anaofspine-101212113106-phpapp01_95.pdf', 'alcatel-lucenteesoverview-120403090342-phpapp01_95.pdf', 'asiapacificdigitaloverview2014-140919001445-phpapp01_95.pdf', 'ddoseattle-150627210357-lva1-app6891_95.pdf', 'cdocumentsandsettingsdeedesktoptransmissionline12-090228010509-phpapp01_95.pdf', 'copyofuntitleddesign2-140627143425-phpapp02_95.pdf']",https://www.slideshare.net/simplify360/elections-report-march-2014-modi-and-bjp-maintains-lead-congress-overtakes-aap,,"[6, 7]",Single-Span,Multi-Hop & Discrete,True
1221,electionsreportmarch2014modiandbjpmaintainsleadcongressovertakesaap-140408123044-phpapp01_95,"What is the difference in favorability score between the Bharatiya Janata Party and the party with 1,24,633 unique people talking about it?",12,electionsreportmarch2014modiandbjpmaintainsleadcongressovertakesaap-140408123044-phpapp01_95.pdf,"['electionsreportmarch2014modiandbjpmaintainsleadcongressovertakesaap-140408123044-phpapp01_95.pdf', 'chinajoy-sns-v3-090724053148-phpapp02_95.pdf', 'mewa16z-150619153942-lva1-app6892_95.pdf', 'automotivecomponentsindustry-100405083435-phpapp01_95.pdf', 'emarketerwebinarmobileadvertisingfivethingsyouneedtoknownow-160204202435_95.pdf', 'marymeekersinternettrends2015underlined-150604010855-lva1-app6891_95.pdf', 'ecommerceopportunityindia-141124010546-conversion-gate01_95.pdf', 'indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95.pdf', 'realtytrac-auctionwebinarnovember2014-141113150706-conversion-gate01_95.pdf', 'cobaltpresentation-110513172526-phpapp02_95.pdf']",https://www.slideshare.net/simplify360/elections-report-march-2014-modi-and-bjp-maintains-lead-congress-overtakes-aap,77-65,"[13, 14]",Non-Span,Multi-Hop & Discrete,True
1224,finalppt-140630033917-phpapp02_95,What are examples of bulky unwanted or useless materials?,"TV, refrigerators goods, Broken furniture",finalppt-140630033917-phpapp02_95.pdf,"['finalppt-140630033917-phpapp02_95.pdf', 'sca-capital-market-day-2011-presentation-110920022831-phpapp02_95.pdf', 'biscuitandcookies-150315074901-conversion-gate01_95.pdf', 'buselmay2012-141017152353-conversion-gate02_95.pdf']",https://www.slideshare.net/amitnakli/final-ppt-36453248,,"[2, 8]",Multi-Span,Multi-Hop,True
1226,finalppt-140630033917-phpapp02_95,Is that which is responsible for 28.5% of waste non-degradable or slowly degradable?,slowly degradable,finalppt-140630033917-phpapp02_95.pdf,"['finalppt-140630033917-phpapp02_95.pdf', 'alternativestotheimpulse-responsemodel-131125154606-phpapp02_95.pdf', 'researchreportonfootballinindia2015-150122112755-conversion-gate01_95.pdf', 'erpmodule-120905074920-phpapp02_95.pdf', 'ccdenguetaiwo-150925173124-lva1-app6892_95.pdf', 'associationmappinginplants-150413205026-conversion-gate01_95.pdf', 'chapter-3-seawater-160218031855_95.pdf', 'caltraincapacitymountainview1-150701205750-lva1-app6891_95.pdf', 'asean2015-140727051418-phpapp02_95.pdf', 'awsreinvent2014perftuningec2-141112191859-conversion-gate02_95.pdf']",https://www.slideshare.net/amitnakli/final-ppt-36453248,,"[7, 8]",Single-Span,Multi-Hop,True
1231,europeactive-140730052811-phpapp02_95,"What is Twitter username of the person who presented at EuropeActive on June 16th, 2014?",gijsbregt,europeactive-140730052811-phpapp02_95.pdf,"['europeactive-140730052811-phpapp02_95.pdf', 'climatechange2009perceptions-091204092626-phpapp02_95.pdf', 'buselmay2012-141017152353-conversion-gate02_95.pdf', 'afabric-manufacturing-150314104020-conversion-gate01_95.pdf']",https://www.slideshare.net/gijsbregt/future-of-the-fitness-industry,,"[0, 1]",Single-Span,Multi-Hop,True
1236,efis-140411041451-phpapp01_95,Which seven sensors are shown in the figure connected to that which determines the quantity of fuel to inject based on a number of parameters?,"ENGINE TEMP, INTAKE AIR TEMP, MASS AIR FLOW, THROTTLE POSITION, HEGO, CRANKSHAFT, CAMSHAFT",efis-140411041451-phpapp01_95.pdf,"['efis-140411041451-phpapp01_95.pdf', 'axuremeetup-130504183752-phpapp02_95.pdf', 'gcconfessions-150413122429-conversion-gate01_95.pdf', 'cdocumentsandsettingsamitsirmydocumentsmycompleteddownloadsmicromeritics-090805003354-phpapp02_95.pdf', 'searchenginemarketshareqtr12015-150514071542-lva1-app6891_95.pdf', 'electionsreportmarch2014modiandbjpmaintainsleadcongressovertakesaap-140408123044-phpapp01_95.pdf']",https://www.slideshare.net/johnalexis3/efis-33404084,,"[14, 16]",Multi-Span,Multi-Hop,True
1238,efis-140411041451-phpapp01_95,What is between the sensors and that which can adjust the exact timing of the spark (called ignition timing) to provide better power and economy in the diagram?,Connection lines,efis-140411041451-phpapp01_95.pdf,"['efis-140411041451-phpapp01_95.pdf', 'cmigq7qvsnisuodbt0y9-140511134622-phpapp01_95.pdf', 'rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95.pdf', 'cboppsinstaffingwebinarslideshare10-151013182434-lva1-app6891_95.pdf', 'earlybird-110722143746-phpapp02_95.pdf', 'creatingeconomiesofnaturepptpresentation04-09-2010-100521023140-phpapp02_95.pdf', 'citrix2-091030171010-phpapp02_95.pdf', 'discoverhdp2-140619164156-phpapp02_95.pdf', 'autonomouscar-140901094343-phpapp02_95.pdf', 'marymeekersinternettrends2015underlined-150604010855-lva1-app6891_95.pdf']",https://www.slideshare.net/johnalexis3/efis-33404084,,"[14, 16]",Single-Span,Multi-Hop,True
1249,dempartysystemsworkshopv-150307225705-conversion-gate01_95,What four things is the animal that the five people are staring at being compared to in the cartoon?,"RUG, ROPE, SNAKE, TREE TRUNK",dempartysystemsworkshopv-150307225705-conversion-gate01_95.pdf,"['dempartysystemsworkshopv-150307225705-conversion-gate01_95.pdf', 'cdocumentsandsettingsdeedesktoptransmissionline12-090228010509-phpapp01_95.pdf', 'publicopinionlandscape-election201610-151013152816-lva1-app6892_95.pdf', 'shouldyoubecomeacarsharingoperator-introduction-140313165726-phpapp02_95.pdf', 'fluidselectrolytesivtherapy-100622133356-phpapp02_95.pdf', 'betacodex-organizeforcomplexity-120624124755-phpapp02_95.pdf', 'chapter-3-seawater-160218031855_95.pdf', 'blueoceanstrategy-100403005918-phpapp02_95.pdf']",https://www.slideshare.net/bargeguy/executive-systems-thinking-seminar-march-3-2015,,"[15, 16]",Multi-Span,Multi-Hop,True
1256,discoverhdp2-140619164156-phpapp02_95,What are five components of the Enterprise version of that which is horizontally scalable like Apache Storm?,"Governance & Integration, Data Access, Data Management, Security, Operations",discoverhdp2-140619164156-phpapp02_95.pdf,"['discoverhdp2-140619164156-phpapp02_95.pdf', '5benefitsofanonprofittheoryofchange-160229202540_95.pdf', 'androiddesignbysankalpjoshi-131008043332-phpapp02_95.pdf', 'caltraincapacitymountainview1-150701205750-lva1-app6891_95.pdf', 'pacaaronsmithpresentation-140729112205-phpapp02_95.pdf', 'creatingeconomiesofnaturepptpresentation04-09-2010-100521023140-phpapp02_95.pdf']",https://www.slideshare.net/hortonworks/discover-hdp21-stormwebinarslideshare,,"[3, 8]",Multi-Span,Multi-Hop,True
1258,discoverhdp2-140619164156-phpapp02_95,What is the purpose of monitoring of that which feeds into Stream processing solutions?,"Prevent, Optimize",discoverhdp2-140619164156-phpapp02_95.pdf,"['discoverhdp2-140619164156-phpapp02_95.pdf', 'distributionsurveyhospitalityd-a-chscheggfux2012-120411150112-phpapp01_95.pdf', 'etbworldconflictseng090319-090319105418-phpapp02_95.pdf', 'drugsusedinendodontics-140610222907-phpapp01_95.pdf', 'shrm-globoforce-employee-recognition-2015-150615144858-lva1-app6892_95.pdf', 'ebs-pgconnectshelsinkisept2016v4-150907095857-lva1-app6892_95.pdf', 'annualresidential110714-141107103135-conversion-gate01_95.pdf']",https://www.slideshare.net/hortonworks/discover-hdp21-stormwebinarslideshare,,"[9, 11]",Multi-Span,Multi-Hop,True
1261,discoverhdp2-140619164156-phpapp02_95,What does being a project of that which includes Storm and Ambari offer?,"Brand, governance, large active community",discoverhdp2-140619164156-phpapp02_95.pdf,"['discoverhdp2-140619164156-phpapp02_95.pdf', 'dnasequencing-141109105933-conversion-gate01_95.pdf', 'aqualisaquartzsss-120320224240-phpapp01_95.pdf', 'comparativereportonhealthyfoodinthailandindonesiaandvietnamin2015-150612065514-lva1-app6892_95.pdf', 'drugdiscoveryanddevelopment-111227060152-phpapp02_95.pdf', '2013alapurchasing-130214144910-phpapp02_95.pdf', '1-150711120533-lva1-app6892_95.pdf', 'copyofuntitleddesign2-140627143425-phpapp02_95.pdf']",https://www.slideshare.net/hortonworks/discover-hdp21-stormwebinarslideshare,,"[8, 19]",Multi-Span,Multi-Hop,True
1265,distributionsurveyhospitalityd-a-chscheggfux2012-120411150112-phpapp01_95,"In the year in which 67% of bookings in Switzerland were generated via direct sales channels, were there more bookings made by phone or through tourism partners?",By phone,distributionsurveyhospitalityd-a-chscheggfux2012-120411150112-phpapp01_95.pdf,"['distributionsurveyhospitalityd-a-chscheggfux2012-120411150112-phpapp01_95.pdf', 'caltraincapacitymountainview1-150701205750-lva1-app6891_95.pdf', '2014globaldigitalsociallandscape-140803004322-phpapp02_95.pdf', 'babe-150203065431-conversion-gate01_95.pdf', 'earlybird-110722143746-phpapp02_95.pdf']",https://www.slideshare.net/Roli1219/the-power-of-online-traval-agencies-ota,,"[3, 15]",Single-Span,Multi-Hop & Discrete,True
1272,earlybird-110722143746-phpapp02_95,How many more millions of dollars was the median exit valuation in the USA compared to where $2.5 billion in Venture Exists over the past 24 months at the time of the presentation?,63,earlybird-110722143746-phpapp02_95.pdf,"['earlybird-110722143746-phpapp02_95.pdf', 'citimonitizingconnectedcar-140114145514-phpapp02_95.pdf', 'bitcoin-140122035946-phpapp02_95.pdf', 'aviewoffruitcultureinafghanistan-141025192131-conversion-gate02_95.pdf', 'linkedinsalesdeck-140604040835-phpapp02_95.pdf', 'connectedcarsecurity-150902031020-lva1-app6892_95.pdf', 'forresterwebinar-fulldeck-150123102636-conversion-gate01_95.pdf']",https://www.slideshare.net/earlybirdjason/earlybird-europe-venture-capital-report,236-173,"[4, 5]",Non-Span,Multi-Hop & Discrete,True
1274,earlybird-110722143746-phpapp02_95,"Which was greater at the time of the presentation, Europe IPO index value or IPO index value in the country in which VC Investments in Proportion to GDP was 0.150 in 2010?",Europe IPO,earlybird-110722143746-phpapp02_95.pdf,"['earlybird-110722143746-phpapp02_95.pdf', 'aqueoushumordynamics-140623224217-phpapp02_95.pdf', 'campaignanalysis02-mahindrae2olaunchmarch282013-130328080338-phpapp01_95.pdf', 'fdi-110428004543-phpapp02_95.pdf', 'agile-australia-when-enterprise-meets-devops-150623023618-lva1-app6891_95.pdf', 'brandmanagement-itchotels-150823162717-lva1-app6892_95.pdf']",https://www.slideshare.net/earlybirdjason/earlybird-europe-venture-capital-report,,"[10, 16]",Single-Span,Multi-Hop & Discrete,True
1276,earlybird-110722143746-phpapp02_95,The presentation identifies a current major gap in the supply of that which started to dry out only after 2004 versus what?,availability of deals,earlybird-110722143746-phpapp02_95.pdf,"['earlybird-110722143746-phpapp02_95.pdf', 'researchreportonfootballinindia2015-150122112755-conversion-gate01_95.pdf', 'careerdevelopment-120104020127-phpapp01_95.pdf', 'asoextended-150217100406-conversion-gate01_95.pdf', 'sdmwebinar-140721120644-phpapp01_95.pdf']",https://www.slideshare.net/earlybirdjason/earlybird-europe-venture-capital-report,,"[12, 14]",Single-Span,Multi-Hop,True
1278,earlybird-110722143746-phpapp02_95,"In the Supply-Demand Ratio of that which has staged a Comeback, was supply of capital or demand greater in 2003?",Supply of Capital,earlybird-110722143746-phpapp02_95.pdf,"['earlybird-110722143746-phpapp02_95.pdf', '5benefitsofanonprofittheoryofchange-160229202540_95.pdf', 'bls1-130817020622-phpapp01_95.pdf', 'biscuitandcookies-150315074901-conversion-gate01_95.pdf', 'brennpunkt2015neuburger-151110110849-lva1-app6892_95.pdf', 'blueoceanstrategypresentation-130214083415-phpapp02_95.pdf']",https://www.slideshare.net/earlybirdjason/earlybird-europe-venture-capital-report,,"[2, 12]",Single-Span,Multi-Hop & Discrete,True
1281,formula1presentation-110611164555-phpapp01_95,"How many laps is that is referred to as “The pinnacle of Motor Sports” circuit in New Delhi, India?",60,formula1presentation-110611164555-phpapp01_95.pdf,"['formula1presentation-110611164555-phpapp01_95.pdf', 'appannieapp012015new0126-150126041258-conversion-gate02_95.pdf', 'basicsofphitsmeasurementslideshare-140909024224-phpapp01_95.pdf', 'researchreportonfootballinindia2015-150122112755-conversion-gate01_95.pdf', 'realestateinvestmenttrust-141212011105-conversion-gate01_95.pdf']",https://www.slideshare.net/amitmangtani/formula1-presentation,,"[2, 4]",Non-Span,Multi-Hop & Discrete,True
1284,formula1presentation-110611164555-phpapp01_95,Which vehicle from 1968 was one of the first race cars with that which generates approximately 33% of the downforce?,Matra MS 2,formula1presentation-110611164555-phpapp01_95.pdf,"['formula1presentation-110611164555-phpapp01_95.pdf', 'shrmsurveyfindingsstrategic-benefits-health-care-151014192447-lva1-app6891_95.pdf', 'competitiveoutcomes-091006065143-phpapp01_95.pdf', 'connectivetissue-150209063549-conversion-gate01_95.pdf', 'colawarscontinue-final-140515114621-phpapp02_95.pdf', 'anatomyofboneandcartilage1-150828115100-lva1-app6892_95.pdf', 'roleofhrbusinesspartner-141201132920-conversion-gate01_95.pdf', 'buselmay2012-141017152353-conversion-gate02_95.pdf', 'asean2015-140727051418-phpapp02_95.pdf', '141121organicwayforward-141123090600-conversion-gate02_95.pdf']",https://www.slideshare.net/amitmangtani/formula1-presentation,,"[8, 18]",Single-Span,Multi-Hop,True
1287,copyofuntitleddesign2-140627143425-phpapp02_95,What is the least common time of day (ET) for that which late night is the best time for?,6-7am,copyofuntitleddesign2-140627143425-phpapp02_95.pdf,"['copyofuntitleddesign2-140627143425-phpapp02_95.pdf', 'alternativetoplasticandglobalwarming-140912094328-phpapp01_95.pdf', 'discoverhdp2-140619164156-phpapp02_95.pdf', 'biosynthesisoffattyacids-140405023616-phpapp01_95.pdf']",https://www.slideshare.net/Bufferapp/10-important-new-social-media-stats,,"[9, 10]",Single-Span,Multi-Hop & Discrete,True
1292,copyofuntitleddesign2-140627143425-phpapp02_95,What was the least shared type of post from pages on that for which Fridays are the best days for engagement worldwide in March 2014?,Status,copyofuntitleddesign2-140627143425-phpapp02_95.pdf,"['copyofuntitleddesign2-140627143425-phpapp02_95.pdf', '8apr2015gdfsession4-150408094801-conversion-gate01_95.pdf', 'drugsusedinendodontics-140610222907-phpapp01_95.pdf', 'allyouwantedtoknowaboutanalyticsine-commerce-amazonebayflipkart-150207221032-conversion-gate01_95.pdf', 'measuringsuccessonfacebooktwitterlinkedin-160317142140_95.pdf', 'asixstepcontentmarketingmodel-120206005134-phpapp01_95.pdf', 'pacaaronsmithpresentation-140729112205-phpapp02_95.pdf', 'shrm-globoforce-employee-recognition-2015-150615144858-lva1-app6892_95.pdf']",https://www.slideshare.net/Bufferapp/10-important-new-social-media-stats,,"[11, 14]",Single-Span,Multi-Hop & Discrete,True
1304,danabadauohridmacedonia23-24may2015-151218201157_95,What country is in the far south of the region in which sports have 4 distinct goals?,GREECE,danabadauohridmacedonia23-24may2015-151218201157_95.pdf,"['danabadauohridmacedonia23-24may2015-151218201157_95.pdf', 'awsreinvent2014perftuningec2-141112191859-conversion-gate02_95.pdf', 'asean2015-140727051418-phpapp02_95.pdf', 'finalpresentationbayes-151030084118-lva1-app6892_95.pdf', 'aqualisaquartzsss-120320224240-phpapp01_95.pdf', 'formula1presentation-110611164555-phpapp01_95.pdf', 'mobilemegatrends2009visionmobilenew-090226011714-phpapp01_95.pdf', 'directindirectretainersinrpd-140921213048-phpapp02_95.pdf', 'indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95.pdf']",https://www.slideshare.net/Brasov2014/sport-for-all-educational-and-social-phenomenon,,"[2, 3]",Single-Span,Multi-Hop,True
1309,ddoseattle-150627210357-lva1-app6891_95,Is that which comes after Data or analysis considered to be forward-looking?,Analysis,ddoseattle-150627210357-lva1-app6891_95.pdf,"['ddoseattle-150627210357-lva1-app6891_95.pdf', 'acuteappendicitis-110202065502-phpapp02_95.pdf', 'auto-100113133616-phpapp01_95.pdf', 'cerebralhemorrhage-090619101057-phpapp01_95.pdf', 'basiccomputerorganizationanddesign-140519134906-phpapp02_95.pdf', '2013alapurchasing-130214144910-phpapp02_95.pdf', 'embeddedsysteminvehicles-140413160734-phpapp02_95.pdf', 'connectivetissue-150209063549-conversion-gate01_95.pdf', 'asoextended-150217100406-conversion-gate01_95.pdf']",https://www.slideshare.net/CarlAnderson4/ddo-seattle,,"[10, 12]",Single-Span,Multi-Hop,True
1312,ddoseattle-150627210357-lva1-app6891_95,What are four business activities of that which pays back $13 for every $1 invested?,"OPTIMISATION, PREDICTIVE MODELING, FORECASTING, STATISTICAL ANALYSIS",ddoseattle-150627210357-lva1-app6891_95.pdf,"['ddoseattle-150627210357-lva1-app6891_95.pdf', 'beerindustryfinalslides-110814110012-phpapp01_95.pdf', 'cmigq7qvsnisuodbt0y9-140511134622-phpapp01_95.pdf', 'linkedinsalesdeck-140604040835-phpapp02_95.pdf']",https://www.slideshare.net/CarlAnderson4/ddo-seattle,,"[4, 11]",Multi-Span,Multi-Hop,True
1315,dw4o1lzzr1urnmyylxae-140519214231-phpapp01_95,What does this presentation give tips for that which is changing the way we find work…and how work finds us?,Modern Work World,dw4o1lzzr1urnmyylxae-140519214231-phpapp01_95.pdf,"['dw4o1lzzr1urnmyylxae-140519214231-phpapp01_95.pdf', 'citizenscience-practiceandpolicy-huji-151214131928_95.pdf', 'chinakeynoteforeastmeetswest-141107201900-conversion-gate01_95.pdf', 'agileenterprise-reinventingorgs-150402022438-conversion-gate01_95.pdf', 'cinemart-120205012042-phpapp01_95.pdf', 'germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf', 'amazonwhitepaper-110511144038-phpapp01_95.pdf', 'overviewofapacheflinkbyslimbaltagi-150707030808-lva1-app6892_95.pdf', 'gcconfessions-150413122429-conversion-gate01_95.pdf', 'cdocumentsandsettingsamitsirmydocumentsmycompleteddownloadsmicromeritics-090805003354-phpapp02_95.pdf']",https://www.slideshare.net/websavant/rework4modernwork,,"[0, 3]",Single-Span,Multi-Hop,True
1318,dw4o1lzzr1urnmyylxae-140519214231-phpapp01_95,"According to the slide, what percentage of companies plan to use that for which 71% of HR Professionals use to source candidates for recruiting this year?",92,dw4o1lzzr1urnmyylxae-140519214231-phpapp01_95.pdf,"['dw4o1lzzr1urnmyylxae-140519214231-phpapp01_95.pdf', 'realestateinvestmenttrust-141212011105-conversion-gate01_95.pdf', 'finalppthighrise-130504010636-phpapp02_95.pdf', 'overviewofapacheflinkbyslimbaltagi-150707030808-lva1-app6892_95.pdf', 'dr-vorapptchapter1emissionsources-121120210508-phpapp02_95.pdf', 'linkedinsalesdeck-140604040835-phpapp02_95.pdf', 'agile-australia-when-enterprise-meets-devops-150623023618-lva1-app6891_95.pdf', 'earlybird-110722143746-phpapp02_95.pdf', 'benchmark-141008115150-conversion-gate01_95.pdf']",https://www.slideshare.net/websavant/rework4modernwork,,"[5, 7]",Single-Span,Multi-Hop,True
1320,dw4o1lzzr1urnmyylxae-140519214231-phpapp01_95,Which type of site which 92% of actively hiring companies are using to recruit talent did employers use the most to research candidates?,LinkedIn,dw4o1lzzr1urnmyylxae-140519214231-phpapp01_95.pdf,"['dw4o1lzzr1urnmyylxae-140519214231-phpapp01_95.pdf', 'bitcoin-140122035946-phpapp02_95.pdf', 'allindiapressrelease-indiarealestateoutlookreport-150128001550-conversion-gate02_95.pdf', 'reportq32015-151009093138-lva1-app6891_95.pdf', 'buildakickassteam-nopingpongtablerequired-151117144722-lva1-app6891_95.pdf', 'dnasequencing-141109105933-conversion-gate01_95.pdf']",https://www.slideshare.net/websavant/rework4modernwork,,"[6, 8]",Single-Span,Multi-Hop & Discrete,True
1324,finalppthighrise-130504010636-phpapp02_95,"Which region accounts for the most of which as the size of the structure increases, so does the size of the supporting wall?",Asia,finalppthighrise-130504010636-phpapp02_95.pdf,"['finalppthighrise-130504010636-phpapp02_95.pdf', 'apideck3-150304174454-conversion-gate01_95.pdf', 'cdocumentsandsettingsamitsirmydocumentsmycompleteddownloadsmicromeritics-090805003354-phpapp02_95.pdf', 'buselmay2012-141017152353-conversion-gate02_95.pdf', 'beerindustryfinalslides-110814110012-phpapp01_95.pdf', 'creatingeconomiesofnaturepptpresentation04-09-2010-100521023140-phpapp02_95.pdf', 'betacodex-organizeforcomplexity-120624124755-phpapp02_95.pdf', 'chinajoy-sns-v3-090724053148-phpapp02_95.pdf', 'fintechver8-thejunction-130112110154-phpapp02_95.pdf', 'evaluationofexistingwebstructureofafghanuniversities-150529151659-lva1-app6891_95.pdf']",https://www.slideshare.net/aks254447/highrise-structural-systems,,"[4, 18]",Single-Span,Multi-Hop & Discrete,True
1330,dentalplaqueperio-120125055232-phpapp02_95,What are three types of categories of that which the early organism consists of streptococci which dominates bacterial populations including s.mutans and s.sanguis by pathogenic effects?,"Cariogenic, periodontal ds' producing, calculogenic",dentalplaqueperio-120125055232-phpapp02_95.pdf,"['dentalplaqueperio-120125055232-phpapp02_95.pdf', 'marymeekersinternettrends2015underlined-150604010855-lva1-app6891_95.pdf', 'roadsectorppt-july7-100901040020-phpapp02_95.pdf', 'buselmay2012-141017152353-conversion-gate02_95.pdf', 'cboppsinstaffingwebinarslideshare10-151013182434-lva1-app6891_95.pdf', 'citrix2-091030171010-phpapp02_95.pdf', 'drugsusedinendodontics-140610222907-phpapp01_95.pdf']",https://www.slideshare.net/PARTHPMT/dental-plaque-11251916,,"[6, 10]",Multi-Span,Multi-Hop,True
1333,emarketerwebinarmobileadvertisingfivethingsyouneedtoknownow-160204202435_95,"Which is increasing at a lower rate, that which will trail TV spending in the US by just 19% in 2019 or US Desktop Ad Spending?",US Desktop Ad Spending,emarketerwebinarmobileadvertisingfivethingsyouneedtoknownow-160204202435_95.pdf,"['emarketerwebinarmobileadvertisingfivethingsyouneedtoknownow-160204202435_95.pdf', 'bls1-130817020622-phpapp01_95.pdf', 'compostingfinal-150126084912-conversion-gate01_95.pdf', 'amitpresentation-141220101151-conversion-gate01_95.pdf', 'aquacultureproducerorganisationscairo25sept2012-121023231529-phpapp02_95.pdf']",https://www.slideshare.net/eMarketerInc/emarketer-webinar-mobile-advertisingfive-things-you-need-to-know-now,,"[5, 6]",Single-Span,Multi-Hop & Discrete,True
1340,dr-vorapptchapter1emissionsources-121120210508-phpapp02_95,What four facts are that for which the lowest ranking factor in 2000 was World Mobility?,"Increasing world population, Increasing energy demand, Limited energy supplies, Environmental effects of energy use",dr-vorapptchapter1emissionsources-121120210508-phpapp02_95.pdf,"['dr-vorapptchapter1emissionsources-121120210508-phpapp02_95.pdf', 'copyofuntitleddesign2-140627143425-phpapp02_95.pdf', 'chinatourismreport-100310054348-phpapp01_95.pdf', 'citimonitizingconnectedcar-140114145514-phpapp02_95.pdf']",https://www.slideshare.net/KamalVora1/dr-vora-ppt-chapter-1-emission-sources,,"[6, 7]",Multi-Span,Multi-Hop,True
1342,dr-vorapptchapter1emissionsources-121120210508-phpapp02_95,What are two requirements for that for which the population in India is accelerating related to the environment?,"Recycling, Resources",dr-vorapptchapter1emissionsources-121120210508-phpapp02_95.pdf,"['dr-vorapptchapter1emissionsources-121120210508-phpapp02_95.pdf', 'sca-capital-market-day-2011-presentation-110920022831-phpapp02_95.pdf', 'citizenscience-practiceandpolicy-huji-151214131928_95.pdf', 'drugsusedinendodontics-140610222907-phpapp01_95.pdf', 'asean2015-140727051418-phpapp02_95.pdf', 'efis-140411041451-phpapp01_95.pdf', 'fluxinvestorpresentation-140122121938-phpapp02_95.pdf', 'earthlinkweb-150213112111-conversion-gate02_95.pdf', 'drugdiscoveryanddevelopment-111227060152-phpapp02_95.pdf']",https://www.slideshare.net/KamalVora1/dr-vora-ppt-chapter-1-emission-sources,,"[6, 11]",Multi-Span,Multi-Hop,True
